name,orig_name,state,orig_county,established,continuous,stamp_index,coordinates,duration,latitude,longitude
BEVERLY,BEVERLY,MO,Platte,1946,True,1.0,True,14,39.3680547,-94.8671847
OAKDALE,OAKDALE,NY,Suffolk,1946,True,0.0,True,75,40.7386007,-73.1192308
BROWNS FORK,BROWNS FORK,KY,Perry,1946,True,0.0,True,75,37.2371833,-83.2335806
OCEANWAY,OCEANWAY,FL,Duval,1946,True,1.0,True,14,30.4669049,-81.6323187
SAINT JAMES,SAINT JAMES,MD,Washington,1946,True,0.0,True,75,39.56426,-77.75555
BUCKINGHAM,BUCKINGHAM,KY,Floyd,1946,True,1.0,True,38,37.3649407,-82.7317161
TAHOMA,TAHOMA,CA,Placer,1946,True,0.0,True,75,39.06741,-120.1282
REESE RIVER,REESE RIVER,NV,Nye,1946,True,3.0,True,5,39.09271,-117.3887
LUMMI ISLAND,LUMMI ISLAND,WA,Whatcom,1946,True,0.0,True,75,48.72218,-122.6833
MEKORYOK,MEKORYOK,AK,,1946,True,5.0,True,1,60.38806,-166.185
MODEL CITY,MODEL CITY,NY,Niagara,1946,True,0.0,True,75,43.1850554,-78.9836545
TONER,TONER,KY,Perry,1946,True,1.0,True,1,37.03287,-83.17239
ROYAL CITY,ROYAL CITY,VA,Buchanan,1946,True,1.0,True,15,37.25983,-82.10069
GORDON FORD,GORDON FORD,KY,Morgan,1946,True,1.0,True,11,37.88373,-83.23822
HUTCHINSON,HUTCHINSON,PA,Westmoreland,1946,True,0.0,True,75,40.2260457,-79.7314528
AUKE BAY,AUKE BAY,AK,,1946,True,1.0,True,37,58.38729,-134.6491
KOYUK,KOYUK,AK,,1946,True,0.0,True,75,64.93194,-161.1569
CONCORD,CONCORD,AR,Cleburne,1946,True,0.0,True,75,35.6635135,-91.8486466
LAGUNA BEACH,LAGUNA BEACH,FL,Bay,1946,True,1.0,True,4,30.2396463,-85.9241025
TWIN OAKS,TWIN OAKS,OK,Delaware,1946,True,0.0,True,75,36.20536,-94.85134
TATITLEK,TATITLEK,AK,,1946,True,1.0,True,36,60.86503,-146.68
HUNT,HUNT,WV,Logan,1946,True,1.0,True,19,37.72094,-81.87179
WHITTIER,WHITTIER,AK,,1946,True,1.0,True,15,60.77211,-148.6855
TIMBERLINE,TIMBERLINE,OR,Clackamas,1946,True,1.0,True,5,45.33095,-121.7115
PIERCE TOWN,PIERCE TOWN,AR,Newton,1946,True,1.0,True,9,35.9664657,-93.0715631
BULLHEAD CITY,BULLHEAD CITY,AZ,Mohave,1946,True,0.0,True,75,35.10423,-114.6124
ARTESIA,ARTESIA,CO,Moffat,1946,True,1.0,True,20,40.24358,-109.0146
PANOLA,PANOLA,TX,Panola,1946,True,0.0,True,75,32.36035,-94.09324
PINE LAKE,PINE LAKE,GA,DeKalb,1946,True,0.0,True,75,33.7860236,-84.2069808
CEDAR CREEK,CEDAR CREEK,AZ,Gila,1946,True,3.0,True,3,33.8956,-110.1737
GOLDBOND,GOLDBOND,VA,Giles,1946,True,0.0,True,75,37.38012,-80.66646
BRYANT,BRYANT,FL,Palm Beach,1946,True,1.0,True,13,26.8497815,-80.616445
GOLDEN ACRES,GOLDEN ACRES,TX,Harris,1946,True,1.0,True,13,29.67078,-95.15299
NOTREES,NOTREES,TX,Ector,1946,True,0.0,True,75,31.9174,-102.7545
DEVILS DEN,DEVILS DEN,CA,Kern,1946,True,3.0,True,2,35.76552,-119.9749
ROYAL BLUE,ROYAL BLUE,TN,Campbell,1946,True,1.0,True,9,36.3823021,-84.2604863
JOSHUA TREE,JOSHUA TREE,CA,San Bernardino,1946,True,0.0,True,75,34.13547,-116.3235
BLOUNT,BLOUNT,WV,Kanawha,1946,True,1.0,True,53,38.3212122,-81.429562
HAZEL PARK,HAZEL PARK,MI,Oakland,1946,True,0.0,True,75,42.46283,-83.10373
KAKO LANDING,KAKO LANDING,AK,,1946,True,4.0,True,5,61.85389,-161.3464
JERICHO,JERICHO,SC,Charleston,1946,True,1.0,True,35,32.7590659,-80.3164889
WHITE OAK,WHITE OAK,WV,Raleigh,1946,True,0.0,True,75,37.69427,-81.07616
SOUND BEACH,SOUND BEACH,NY,Suffolk,1946,True,0.0,True,75,40.955766,-72.9703954
ORIENT HILL,ORIENT HILL,WV,Greenbrier,1946,True,1.0,True,14,38.04178,-80.73315
WILDHORSE,WILDHORSE,NV,Elko,1945,True,3.0,True,3,41.65185,-115.7856
MEDANALES,MEDANALES,NM,Rio Arriba,1945,True,0.0,True,76,36.17145,-106.1779
BLUE PENNANT,BLUE PENNANT,WV,Boone,1945,True,1.0,True,19,37.9709402,-81.5595569
MOUNT LEMMON,MOUNT LEMMON,AZ,Pima,1945,True,0.0,True,76,32.44512,-110.7602
BLUE GRASS,BLUE GRASS,VA,Highland,1945,True,0.0,True,76,38.4986438,-79.5515024
MOUNTAIN CENTER,MOUNTAIN CENTER,CA,Riverside,1945,True,0.0,True,76,33.70419,-116.7259
COOS BAY,COOS BAY,OR,Coos,1945,True,0.0,True,76,43.36319,-124.2171
EASTERN,EASTERN (2),KY,Floyd,1945,True,0.0,True,76,37.51704,-82.80599
HAZELWOOD,HAZELWOOD,NC,Haywood,1945,True,0.0,True,76,35.47804,-83.00172
ARNOLD,ARNOLD,MO,Jefferson,1945,True,0.0,True,76,38.4374548,-90.3734908
EAST MCDOWELL,EAST MCDOWELL,KY,Floyd,1945,True,1.0,True,39,37.4476,-82.72516
NORTH  RED WING,NORTH  RED WING,WI,Pierce,1945,True,2.0,True,0,44.57719,-92.54769
O'BRIEN,O'BRIEN,CA,Shasta,1945,True,1.0,True,21,40.81209,-122.3242
NIMITZ,NIMITZ,WV,Summers,1945,True,0.0,True,76,37.64624,-80.96073
VANTAGE,VANTAGE,WA,Kittitas,1945,True,1.0,True,19,46.94477,-119.9905
MONO HOT SPRINGS,MONO HOT SPRINGS,CA,Fresno,1945,True,1.0,True,18,37.32855,-119.0154
CURTIS,CURTIS,TX,Jasper,1945,True,1.0,True,19,30.92131,-94.06463
KALLOPI,KALLOPI,KY,Leslie,1945,True,1.0,True,39,37.23343,-83.41657
GLENWOOD,GLENWOOD,NC,Mcdowell,1945,True,0.0,True,76,35.61457,-81.98205
SARDIS,SARDIS (2),AL,Dallas,1945,True,0.0,True,76,32.2876459,-86.986941
COPELAND,COPELAND,FL,Collier,1945,True,0.0,True,76,25.9537075,-81.3559114
KINWOOD,KINWOOD,TX,Harris,1945,True,1.0,True,13,29.91189,-95.30244
YUCCA VALLEY,YUCCA VALLEY,CA,San Bernardino,1945,True,0.0,True,76,34.12094,-116.4143
WEST BAINBRIDGE,WEST BAINBRIDGE,GA,Decatur,1945,True,1.0,True,14,30.9174103,-84.5888036
BENET LAKE,BENET LAKE,WI,Kenosha,1945,True,1.0,True,23,42.4980748,-88.0817506
LODGE CORNER,LODGE CORNER,AR,Arkansas,1945,True,1.0,True,10,34.300098,-91.5251248
TREMONT,TREMONT,KY,Harlan,1945,True,1.0,True,31,36.84388,-83.39546
WETMORE,WETMORE,OR,Wheeler,1945,True,4.0,True,3,44.98708,-119.8928
PRIMM SPRINGS,PRIMM SPRINGS,TN,Hickman,1945,True,1.0,True,57,35.8209003,-87.2500097
BIGGS,BIGGS,KY,Pike,1945,True,1.0,True,39,37.4128351,-82.2570418
TURNERVILLE,TURNERVILLE,NM,Grant,1945,True,0.0,True,76,32.80202,-108.0848
SUNNY VALLEY,SUNNY VALLEY,OR,Josephine,1945,True,1.0,True,20,42.63901,-123.3756
POMONA PARK,POMONA PARK,FL,Putnam,1945,True,0.0,True,76,29.4963376,-81.5935784
LEONIA,LEONIA,FL,Holmes,1944,True,1.0,True,11,30.9085166,-86.0249382
HENDERSON,HENDERSON,NV,Clark,1944,True,0.0,True,77,36.03593,-114.9751
SOLROMAR,SOLROMAR,CA,Ventura,1944,True,1.0,True,12,34.05001,-118.9537
MARYBILL,MARYBILL,WV,Nicholas,1944,True,1.0,True,13,38.26872,-80.68231
CAPITO,CAPITO,KY,Bell,1944,True,1.0,True,12,36.6148,-83.83105
WACCABUC,WACCABUC,NY,Westchester,1944,True,1.0,True,33,41.2908124,-73.5953133
SAN JUAN PUEBLO,SAN JUAN PUEBLO,NM,Rio Arriba,1944,True,0.0,True,77,36.0528,-106.0706
DESERT HOT SPRINGS,DESERT HOT SPRINGS,CA,Riverside,1944,True,0.0,True,77,33.94625,-116.5049
GREEN RIDGE,GREEN RIDGE,PA,Delaware,1944,True,1.0,True,11,39.8681676,-75.4135276
BOVARD,BOVARD,PA,Westmoreland,1944,True,0.0,True,77,40.3181454,-79.5066039
ELIM,ELIM,AK,,1944,True,0.0,True,77,64.61733,-162.2606
MIRROR LAKE,MIRROR LAKE,WA,King,1944,True,1.0,True,11,47.32427,-122.3412
